col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40
36.46397679259594,36.46622422799422,36.47293154222473,36.48399371274422,36.499235609515885,36.51841207639103,36.54120848221109,36.56724216816486,36.59606531564337,36.62716982409796,36.659994801350045,36.69393720721127,36.728366035315744,36.762640156744595,36.796129586834866,36.82823949800702,36.858435830774546,36.88627090975828,36.91140710948813,36.93363637811113,36.952893325278865,36.96925957616316,36.98295709250902,36.994328006658414,37.003797989690064,37.011819080496274,37.0187864111447,37.02492473565182,37.03016061198959,37.03404269386529,37.03579175690932,37.03451721814646,37.02951848062712,37.02054456653187,37.00793068374605,36.992629817470295,36.97615552952875,36.96041339914153,36.9473970249318,36.93882436285145,36.93583482183618
36.46752736553608,36.46979343063855,36.476556650100676,36.48771201815093,36.503084327552244,36.52242809423502,36.54542789276066,36.57169953710025,36.600792646542644,36.63219521217804,36.665340804269576,36.699619010283826,36.73438954407704,36.76900020394454,36.80280848269068,36.83520617085457,36.86564579232828,36.89366723407625,36.91892254540546,36.9411966383119,36.96042153554373,36.976681854780274,36.99020929459803,37.00136384434696,37.01059904911768,37.01840762017708,37.02524174219841,37.03139925189634,37.03686864296941,37.04118300696454,37.04344102283302,37.04256379899401,37.0377077632577,37.02856270347244,37.01546080794101,36.999370441249965,36.98188005202502,36.96506009097745,36.951123295929094,36.94195214577214,36.93875935911063
36.47814542928846,36.480467375736076,36.487398319187335,36.49883339899067,36.51459733383206,36.53444387356199,36.55805548061381,36.58504369623249,36.61495077495914,36.64725327864999,36.68136838441882,36.716663647255444,36.75247083312178,36.78810417446731,36.822882989093074,36.85615806751039,36.88734063101106,36.9159320787877,36.94155227378085,36.96396384371314,36.98308993521339,36.999023036360526,37.012022793132374,37.02250103819771,37.03099229334127,37.038107400717955,37.04446561238933,37.05059321260417,37.056741142096755,37.06250921032459,37.06652684590645,37.06701843242803,37.06261101767435,37.05293326670919,37.038374604101264,37.019880102747905,36.99914272076019,36.97882587725981,36.96192919280601,36.95092821950438,36.947136942692794
36.49573002110439,36.498145045684204,36.505355461951055,36.51725696718878,36.53367468356191,36.55436181597672,36.57899822297037,36.60718937940908,36.638466375788234,36.672287763660954,36.70804419179281,36.74506683876869,36.78264057922847,36.82002256844648,36.85646646187943,36.891251816509715,36.92371742322224,36.95329652267845,36.979551215981786,37.00220303346656,37.02115664978594,37.03651413086694,37.048577790266535,37.05784057943749,37.06496374618369,37.07074197021067,37.07605570326032,37.081805852502995,37.08881421628513,37.09742084528422,37.105760605461136,37.109012906379,37.1052200599529,37.09455231713568,37.07763052179272,37.05521607328123,37.02851880920953,37.00088045699607,36.978500548580136,36.96453966513246,36.959827958584384
36.520112940821875,36.52265804403258,36.530259249727024,36.54281369862889,36.560148188213944,36.582016715737836,36.608097463570594,36.63798971356962,36.67121139348205,36.70719820770705,36.74530555726524,36.7848146497774,36.8249442499515,36.86486932060509,36.903747271031186,36.94075164997208,36.9751119882193,37.00615731366655,37.03335989369019,37.05637524905352,37.07507457416951,37.08956640233778,37.10020557466318,37.107589160429576,37.11254079821046,37.11608694573599,37.11943104533069,37.123937521916375,37.13114977524853,37.14311881022535,50.0,50.0,50.0,50.0,50.0,50.0,50.0,37.028062998129975,36.99836148196843,36.9809036567018,36.97511410213857
36.55105907675028,36.55377076566614,36.561872812353364,36.575265339657605,36.5937792022826,36.61717211345831,36.64512356977495,36.677229024343475,36.71299402978049,36.751829433259985,36.7930491346712,36.83587234406079,36.87943255896893,36.92279543482538,36.96498715283866,37.005033708967055,37.04200985907154,37.075094589152556,37.10362840886187,37.12716693559018,37.145525392655685,37.15880977779531,37.167432376715134,37.17211178050258,37.173860490152016,37.173966621400965,37.173980881484766,37.17572872627739,37.181403545574064,37.19386026402972,50.0,50.0,50.0,50.0,50.0,50.0,50.0,37.0541734866356,37.01851184980225,36.99780695563465,36.99100128543641
36.58826729615159,36.59118107436203,36.59989126854886,36.6143033341872,36.634255966384735,36.659515566298126,36.689768678336826,36.72461272722258,36.763545697370795,36.80595588277502,36.851113505266625,36.89816679160259,36.94614582856288,36.99397784738124,37.04051711657288,37.08459105227681,37.125061549332266,37.16089744011955,37.191251296597166,37.21553236618168,37.23346770132454,37.245145362970156,37.251036464122535,37.25199633800121,37.24924911722533,37.24436455144206,37.23924085608879,37.23611254590412,37.237600734956594,37.24676439042625,50.0,50.0,50.0,50.0,50.0,50.0,50.0,37.075869292967305,37.03628749817768,37.01317847564425,37.00558332888784
36.63137232089966,36.63452191755602,36.643942541440936,36.65954825553458,36.68119100707783,36.70865330877425,36.74163789552884,36.7797544330144,36.822503663121076,36.86925995548441,36.919254184588546,36.971560184100554,37.02508955388043,37.0786007843767,37.13072868349735,37.18003813673688,37.22510211716873,37.26459847693997,37.29741519497001,37.32275124522111,37.340200882311564,37.349812320127164,37.35211617331113,37.34812368169866,37.339299635000025,37.327520497756744,37.3150341161707,37.30443913437641,37.29868309360301,37.301029426388546,50.0,50.0,50.0,50.0,50.0,50.0,50.0,37.09193934331902,37.04999457046257,37.025429065480914,37.017346033091144
36.67994810041875,36.6833644077968,36.69358953760839,36.710550390983194,36.734119310314654,36.764105052340184,36.80023963534999,36.84216071091856,36.88938931726676,36.94130344316147,36.997108999776096,37.055811798616595,37.11619696064194,37.17682517406371,37.23605678391604,37.29211277679923,37.343175179816264,37.387519542225455,37.42366283174863,37.45050550205864,37.467448381333035,37.474471441724035,37.472168644946876,37.461738627407385,37.44493580256382,37.423992974297526,37.40153561629812,37.380517469233766,37.36420713932677,37.35619489001338,50.0,50.0,50.0,50.0,50.0,50.0,50.0,37.10162082991639,37.05868706291389,37.03358972022412,37.025335867723065
36.73351324933772,36.73722296674899,36.74833436849015,36.76679228718659,36.792498233216456,36.825300033686645,36.86497626786339,36.91121453913534,36.96358257656513,37.02149147949199,37.08415150295271,37.15052328956103,37.21927207101818,37.28873882350846,37.356948104525856,37.42167229605829,37.480561902101954,37.53133247678474,37.57197931089692,37.60098198155508,37.617466901953314,37.62131101638701,37.613182810659346,37.59452167805988,37.56745745732213,37.53467762666253,37.49926510528138,37.46455177329107,37.43407362941662,37.411767949882766,50.0,50.0,50.0,50.0,50.0,50.0,50.0,37.10429148275936,37.06197479689178,37.03732786828024,37.029217352332275
